Request id,Pickup point,Driver id,Status,Request date,Request time,Drop  date,Drop time,Trip Duration (mins)
6001,Airport,90,Completed,15-07-2016,12:07:54,15-07-2016,13:18:10,70.26666667
1181,Airport,91,Completed,11-07-2016,21:04:00,11-07-2016,22:06:00,62
1297,City,91,Completed,11-07-2016,22:22:00,11-07-2016,23:03:00,41
1429,City,91,Completed,12-07-2016,04:41:00,12-07-2016,05:22:00,41
2104,City,91,Completed,12-07-2016,16:07:00,12-07-2016,17:04:00,57
2736,City,91,Completed,13-07-2016,02:43:10,13-07-2016,03:54:57,71.78333333
3615,City,91,Completed,13-07-2016,18:56:23,13-07-2016,19:43:28,47.08333333
4719,Airport,91,Completed,14-07-2016,13:43:28,14-07-2016,14:46:06,62.63333333
4748,City,91,Completed,14-07-2016,15:03:23,14-07-2016,16:22:04,78.68333333
870,City,92,Completed,11-07-2016,17:57:00,11-07-2016,18:41:00,44
2124,Airport,92,Completed,12-07-2016,16:53:00,12-07-2016,17:31:00,38
2457,Airport,92,Completed,12-07-2016,20:31:00,12-07-2016,21:39:00,68
2621,City,92,Completed,12-07-2016,22:05:00,12-07-2016,22:58:00,53
3168,City,92,Completed,13-07-2016,09:12:04,13-07-2016,10:08:48,56.73333333
3285,Airport,92,Completed,13-07-2016,10:59:12,13-07-2016,12:00:50,61.63333333
3315,City,92,Completed,13-07-2016,12:09:28,13-07-2016,13:19:04,69.6
5585,City,92,Completed,15-07-2016,05:58:43,15-07-2016,07:10:36,71.88333333
6235,City,92,Completed,15-07-2016,17:47:05,15-07-2016,18:20:13,33.13333333
913,Airport,93,Completed,11-07-2016,18:18:00,11-07-2016,19:15:00,57
1852,City,93,Completed,12-07-2016,09:43:00,12-07-2016,10:58:00,75
3117,Airport,93,Completed,13-07-2016,08:34:53,13-07-2016,09:07:49,32.93333333
3392,Airport,93,Completed,13-07-2016,14:46:13,13-07-2016,15:17:16,31.05
4722,City,93,Completed,14-07-2016,13:50:32,14-07-2016,14:59:32,69
692,Airport,94,Completed,11-07-2016,13:49:00,11-07-2016,14:29:00,40
1351,Airport,94,Completed,11-07-2016,23:44:00,12-07-2016,00:49:00,-1375
1800,City,94,Completed,12-07-2016,09:09:00,12-07-2016,10:05:00,56
2434,City,94,Completed,12-07-2016,20:16:00,12-07-2016,21:15:00,59
3212,City,94,Completed,13-07-2016,09:48:28,13-07-2016,10:45:47,57.31666667
3340,City,94,Completed,13-07-2016,12:45:18,13-07-2016,13:37:51,52.55
3598,Airport,94,Completed,13-07-2016,18:38:49,13-07-2016,19:40:08,61.31666667
53,Airport,95,Completed,11-07-2016,03:30:00,11-07-2016,04:22:00,52
3558,Airport,95,Completed,13-07-2016,18:14:56,13-07-2016,18:51:03,36.11666667
4257,City,95,Completed,14-07-2016,06:10:44,14-07-2016,07:08:09,57.41666667
4869,City,95,Completed,14-07-2016,17:49:44,14-07-2016,18:20:32,30.8
5548,City,95,Completed,15-07-2016,05:24:22,15-07-2016,06:06:40,42.3
5630,Airport,95,Completed,15-07-2016,06:32:35,15-07-2016,07:14:40,42.08333333
6645,City,95,Completed,15-07-2016,22:10:21,15-07-2016,23:00:45,50.4
156,Airport,96,Completed,11-07-2016,05:35:00,11-07-2016,06:40:00,65
350,City,96,Completed,11-07-2016,07:53:00,11-07-2016,08:40:00,47
976,Airport,96,Completed,11-07-2016,18:54:00,11-07-2016,19:48:00,54
1344,City,96,Completed,11-07-2016,23:35:00,12-07-2016,00:39:00,-1376
1524,City,96,Completed,12-07-2016,05:50:00,12-07-2016,06:59:00,69
2143,Airport,96,Completed,12-07-2016,17:15:00,12-07-2016,17:56:00,41
2353,City,96,Completed,12-07-2016,19:31:00,12-07-2016,20:23:00,52
3028,Airport,96,Completed,13-07-2016,07:28:45,13-07-2016,08:14:23,45.63333333
3913,Airport,96,Completed,13-07-2016,22:14:24,13-07-2016,22:56:32,42.13333333
4274,City,96,Completed,14-07-2016,06:18:59,14-07-2016,07:27:20,68.35
4673,City,96,Completed,14-07-2016,12:35:29,14-07-2016,13:44:08,68.65
6198,Airport,96,Completed,15-07-2016,17:23:01,15-07-2016,18:11:45,48.73333333
569,Airport,97,Completed,11-07-2016,10:37:00,11-07-2016,11:44:00,67
1626,Airport,97,Completed,12-07-2016,06:58:00,12-07-2016,07:49:00,51
3505,City,97,Completed,13-07-2016,17:37:40,13-07-2016,18:22:34,44.9
3758,City,97,Completed,13-07-2016,20:37:56,13-07-2016,21:16:23,38.45
4649,City,97,Completed,14-07-2016,11:50:27,14-07-2016,12:44:54,54.45
4745,Airport,97,Completed,14-07-2016,15:06:01,14-07-2016,16:05:37,59.6
5354,Airport,97,Completed,14-07-2016,23:07:32,15-07-2016,00:01:32,-1386
5953,City,97,Completed,15-07-2016,10:42:09,15-07-2016,11:38:44,56.58333333
6577,City,97,Completed,15-07-2016,21:19:03,15-07-2016,21:48:54,29.85
1565,Airport,98,Completed,12-07-2016,06:21:00,12-07-2016,07:32:00,71
1973,Airport,98,Completed,12-07-2016,12:17:00,12-07-2016,12:47:00,30
2363,Airport,98,Completed,12-07-2016,19:31:00,12-07-2016,20:32:00,61
2994,City,98,Completed,13-07-2016,07:15:27,13-07-2016,08:12:48,57.35
3201,Airport,98,Completed,13-07-2016,09:33:26,13-07-2016,10:17:39,44.21666667
3511,City,98,Completed,13-07-2016,17:38:17,13-07-2016,18:54:39,76.36666667
3956,Airport,98,Completed,13-07-2016,22:47:55,13-07-2016,23:41:58,54.05
4359,City,98,Completed,14-07-2016,07:27:05,14-07-2016,08:03:57,36.86666667
4798,City,98,Completed,14-07-2016,16:52:26,14-07-2016,17:39:23,46.95
5955,Airport,98,Completed,15-07-2016,10:45:56,15-07-2016,11:48:25,62.48333333
6117,Airport,98,Completed,15-07-2016,15:17:13,15-07-2016,16:06:54,49.68333333
6252,City,98,Completed,15-07-2016,18:00:40,15-07-2016,18:46:03,45.38333333
101,Airport,99,Completed,11-07-2016,05:08:00,11-07-2016,06:09:00,61
351,City,99,Completed,11-07-2016,07:53:00,11-07-2016,08:55:00,62
871,City,99,Completed,11-07-2016,17:57:00,11-07-2016,18:42:00,45
1330,Airport,99,Completed,11-07-2016,23:11:00,12-07-2016,00:14:00,-1377
3227,Airport,99,Completed,13-07-2016,09:52:49,13-07-2016,10:33:38,40.81666667
4921,City,99,Completed,14-07-2016,18:14:26,14-07-2016,19:20:18,65.86666667
5373,City,99,Completed,14-07-2016,23:42:23,15-07-2016,00:17:24,-1404.983333
6612,Airport,99,Completed,15-07-2016,21:49:41,15-07-2016,22:28:38,38.95
50,City,100,Completed,11-07-2016,03:22:00,11-07-2016,03:57:00,35
102,Airport,100,Completed,11-07-2016,05:01:00,11-07-2016,05:38:00,37
211,City,100,Completed,11-07-2016,06:08:00,11-07-2016,06:47:00,39
510,City,100,Completed,11-07-2016,09:40:00,11-07-2016,11:01:00,81
1548,Airport,100,Completed,12-07-2016,06:10:00,12-07-2016,07:12:00,62
2208,City,100,Completed,12-07-2016,17:59:00,12-07-2016,19:00:00,61
4030,City,100,Completed,14-07-2016,00:13:43,14-07-2016,00:47:55,34.2
4370,City,100,Completed,14-07-2016,07:36:53,14-07-2016,08:16:29,39.6
5834,Airport,100,Completed,15-07-2016,08:54:03,15-07-2016,10:05:53,71.83333333
639,City,101,Completed,11-07-2016,12:28:00,11-07-2016,12:56:00,28
1451,Airport,101,Completed,12-07-2016,04:53:00,12-07-2016,05:40:00,47
2335,City,101,Completed,12-07-2016,19:15:00,12-07-2016,20:02:00,47
2572,Airport,101,Completed,12-07-2016,21:35:00,12-07-2016,22:42:00,67
3326,Airport,101,Completed,13-07-2016,12:29:20,13-07-2016,13:09:40,40.33333333
3916,City,101,Completed,13-07-2016,22:08:13,13-07-2016,23:22:35,74.36666667
4514,City,101,Completed,14-07-2016,09:16:24,14-07-2016,10:16:38,60.23333333
6604,City,101,Completed,15-07-2016,21:42:04,15-07-2016,22:19:18,37.23333333
373,Airport,102,Completed,11-07-2016,08:09:00,11-07-2016,09:16:00,67
1338,Airport,102,Completed,11-07-2016,23:23:00,11-07-2016,23:58:00,35
1830,City,102,Completed,12-07-2016,09:33:00,12-07-2016,10:43:00,70
2274,City,102,Completed,12-07-2016,18:33:00,12-07-2016,19:22:00,49
3224,Airport,102,Completed,13-07-2016,09:52:22,13-07-2016,10:28:33,36.18333333
5321,City,102,Completed,14-07-2016,22:09:50,14-07-2016,22:46:06,36.26666667
5520,City,102,Completed,15-07-2016,05:17:46,15-07-2016,06:01:41,43.91666667
5842,City,102,Completed,15-07-2016,09:04:30,15-07-2016,09:53:01,48.51666667
6429,Airport,102,Completed,15-07-2016,19:49:10,15-07-2016,20:34:01,44.85
6704,Airport,102,Completed,15-07-2016,22:58:01,15-07-2016,23:59:35,61.56666667
2057,Airport,103,Completed,12-07-2016,15:02:00,12-07-2016,15:36:00,34
3723,Airport,103,Completed,13-07-2016,20:03:45,13-07-2016,20:57:08,53.38333333
4492,City,103,Completed,14-07-2016,09:01:49,14-07-2016,10:05:11,63.36666667
5153,Airport,103,Completed,14-07-2016,20:29:19,14-07-2016,21:38:20,69.01666667
6531,City,103,Completed,15-07-2016,20:49:25,15-07-2016,21:27:36,38.18333333
521,City,104,Completed,11-07-2016,09:48:00,11-07-2016,10:55:00,67
1850,City,104,Completed,12-07-2016,09:45:00,12-07-2016,10:20:00,35
2851,Airport,104,Completed,13-07-2016,05:31:53,13-07-2016,06:39:33,67.66666667
5380,Airport,104,Completed,14-07-2016,23:50:28,15-07-2016,00:39:55,-1390.55
5917,Airport,104,Completed,15-07-2016,10:04:16,15-07-2016,10:54:15,49.98333333
148,Airport,105,Completed,11-07-2016,05:36:00,11-07-2016,06:46:00,70
1113,City,105,Completed,11-07-2016,20:18:00,11-07-2016,20:55:00,37
1758,Airport,105,Completed,12-07-2016,08:44:00,12-07-2016,09:19:00,35
2395,Airport,105,Completed,12-07-2016,19:55:00,12-07-2016,20:50:00,55
2708,Airport,105,Completed,13-07-2016,01:22:32,13-07-2016,02:35:10,72.63333333
2995,City,105,Completed,13-07-2016,07:07:32,13-07-2016,08:08:45,61.21666667
3993,City,105,Completed,13-07-2016,23:31:47,14-07-2016,00:14:14,-1397.55
4724,City,105,Completed,14-07-2016,13:52:36,14-07-2016,14:29:40,37.06666667
5144,Airport,105,Completed,14-07-2016,20:21:02,14-07-2016,21:16:51,55.81666667
5572,City,105,Completed,15-07-2016,05:46:37,15-07-2016,06:40:01,53.4
5740,Airport,105,Completed,15-07-2016,07:50:35,15-07-2016,08:58:39,68.06666667
5938,City,105,Completed,15-07-2016,10:16:24,15-07-2016,11:06:42,50.3
6299,City,105,Completed,15-07-2016,18:25:54,15-07-2016,19:07:36,41.7
6695,Airport,105,Completed,15-07-2016,22:45:03,16-07-2016,00:02:06,-1362.95
507,Airport,106,Completed,11-07-2016,09:40:00,11-07-2016,10:38:00,58
1135,Airport,106,Completed,11-07-2016,20:37:00,11-07-2016,21:29:00,52
1479,City,106,Completed,12-07-2016,05:16:00,12-07-2016,05:58:00,42
3275,City,106,Completed,13-07-2016,10:39:32,13-07-2016,11:39:21,59.81666667
4078,City,106,Completed,14-07-2016,02:10:33,14-07-2016,03:05:32,54.98333333
4176,Airport,106,Completed,14-07-2016,05:18:01,14-07-2016,06:01:38,43.61666667
4776,City,106,Completed,14-07-2016,16:16:30,14-07-2016,17:31:10,74.66666667
4899,Airport,106,Completed,14-07-2016,18:02:51,14-07-2016,19:01:55,59.06666667
35,City,107,Completed,11-07-2016,02:36:00,11-07-2016,03:03:00,27
161,Airport,107,Completed,11-07-2016,05:36:00,11-07-2016,06:10:00,34
831,Airport,107,Completed,11-07-2016,17:30:00,11-07-2016,18:19:00,49
1080,Airport,107,Completed,11-07-2016,19:59:00,11-07-2016,20:38:00,39
2496,City,107,Completed,12-07-2016,20:53:00,12-07-2016,21:33:00,40
3141,City,107,Completed,13-07-2016,08:58:47,13-07-2016,09:28:32,29.75
3297,City,107,Completed,13-07-2016,11:37:32,13-07-2016,12:14:07,36.58333333
3602,Airport,107,Completed,13-07-2016,18:40:02,13-07-2016,19:13:36,33.56666667
4150,City,107,Completed,14-07-2016,04:51:03,14-07-2016,05:50:07,59.06666667
4361,City,107,Completed,14-07-2016,07:29:29,14-07-2016,08:28:35,59.1
4642,City,107,Completed,14-07-2016,11:44:26,14-07-2016,12:41:11,56.75
4752,City,107,Completed,14-07-2016,15:19:35,14-07-2016,16:11:37,52.03333333
4849,City,107,Completed,14-07-2016,17:39:27,14-07-2016,18:44:26,64.98333333
6199,City,107,Completed,15-07-2016,17:25:23,15-07-2016,18:19:03,53.66666667
241,City,108,Completed,11-07-2016,06:31:00,11-07-2016,07:17:00,46
1339,Airport,108,Completed,11-07-2016,23:25:00,12-07-2016,00:32:00,-1373
1454,City,108,Completed,12-07-2016,04:54:00,12-07-2016,06:07:00,73
4342,City,108,Completed,14-07-2016,07:17:09,14-07-2016,08:15:45,58.6
6766,City,108,Completed,15-07-2016,00:06:56,15-07-2016,01:10:34,63.63333333
6213,City,108,Completed,15-07-2016,17:30:09,15-07-2016,18:32:51,62.7
41,City,109,Completed,11-07-2016,02:47:00,11-07-2016,03:23:00,36
279,Airport,109,Completed,11-07-2016,06:58:00,11-07-2016,07:47:00,49
952,City,109,Completed,11-07-2016,18:39:00,11-07-2016,19:19:00,40
1200,Airport,109,Completed,11-07-2016,21:13:00,11-07-2016,22:29:00,76
1775,City,109,Completed,12-07-2016,08:57:00,12-07-2016,09:52:00,55
1953,Airport,109,Completed,12-07-2016,11:38:00,12-07-2016,12:41:00,63
3270,City,109,Completed,13-07-2016,10:28:01,13-07-2016,11:04:59,36.96666667
3497,Airport,109,Completed,13-07-2016,17:32:20,13-07-2016,18:27:42,55.36666667
3897,Airport,109,Completed,13-07-2016,22:00:50,13-07-2016,22:37:59,37.15
4601,City,109,Completed,14-07-2016,10:13:30,14-07-2016,10:52:16,38.76666667
4621,Airport,109,Completed,14-07-2016,11:02:21,14-07-2016,11:46:14,43.88333333
5061,City,109,Completed,14-07-2016,19:29:16,14-07-2016,20:13:18,44.03333333
5359,City,109,Completed,14-07-2016,23:21:57,15-07-2016,00:24:00,-1377.95
6179,Airport,109,Completed,15-07-2016,16:53:17,15-07-2016,18:08:57,75.66666667
469,Airport,110,Completed,11-07-2016,09:24:00,11-07-2016,10:04:00,40
914,City,110,Completed,11-07-2016,18:17:00,11-07-2016,18:58:00,41
1386,Airport,110,Completed,12-07-2016,01:30:00,12-07-2016,02:42:00,72
1935,City,110,Completed,12-07-2016,11:16:00,12-07-2016,12:17:00,61
3243,Airport,110,Completed,13-07-2016,10:03:58,13-07-2016,10:46:44,42.76666667
3449,City,110,Completed,13-07-2016,16:52:29,13-07-2016,17:21:31,29.03333333
4500,City,110,Completed,14-07-2016,09:04:43,14-07-2016,10:09:11,64.46666667
5328,Airport,110,Completed,14-07-2016,22:10:37,14-07-2016,22:51:25,40.8
5576,City,110,Completed,15-07-2016,05:53:20,15-07-2016,06:25:29,32.15
6112,Airport,110,Completed,15-07-2016,15:06:46,15-07-2016,16:12:22,65.6
6438,Airport,110,Completed,15-07-2016,19:54:08,15-07-2016,20:36:23,42.25
707,Airport,111,Completed,11-07-2016,14:17:00,11-07-2016,14:55:00,38
1136,Airport,111,Completed,11-07-2016,20:32:00,11-07-2016,21:20:00,48
2961,Airport,111,Completed,13-07-2016,06:48:57,13-07-2016,07:47:08,58.18333333
3428,City,111,Completed,13-07-2016,15:55:17,13-07-2016,16:45:19,50.03333333
4045,Airport,111,Completed,14-07-2016,00:56:22,14-07-2016,01:22:47,26.41666667
5399,City,111,Completed,15-07-2016,00:58:19,15-07-2016,02:16:07,77.8
5730,City,111,Completed,15-07-2016,07:50:12,15-07-2016,08:45:09,54.95
180,Airport,112,Completed,11-07-2016,05:48:00,11-07-2016,06:28:00,40
1694,City,112,Completed,12-07-2016,07:54:00,12-07-2016,08:48:00,54
2294,City,112,Completed,12-07-2016,18:47:00,12-07-2016,19:49:00,62
3630,City,112,Completed,13-07-2016,18:59:56,13-07-2016,19:59:30,59.56666667
3978,City,112,Completed,13-07-2016,23:18:14,13-07-2016,23:46:18,28.06666667
4426,City,112,Completed,14-07-2016,08:21:49,14-07-2016,09:08:49,47
5115,Airport,112,Completed,14-07-2016,20:03:46,14-07-2016,21:08:12,64.43333333
5558,Airport,112,Completed,15-07-2016,05:32:12,15-07-2016,06:05:55,33.71666667
5827,Airport,112,Completed,15-07-2016,08:52:58,15-07-2016,09:29:41,36.71666667
6063,Airport,112,Completed,15-07-2016,13:48:53,15-07-2016,14:19:12,30.31666667
6691,Airport,112,Completed,15-07-2016,22:47:31,16-07-2016,00:01:05,-1366.433333
170,City,113,Completed,11-07-2016,05:45:00,11-07-2016,06:39:00,54
1326,Airport,113,Completed,11-07-2016,23:06:00,12-07-2016,00:07:00,-1379
1476,City,113,Completed,12-07-2016,05:16:00,12-07-2016,06:04:00,48
2937,Airport,113,Completed,13-07-2016,06:27:11,13-07-2016,07:15:24,48.21666667
3973,City,113,Completed,13-07-2016,22:58:36,13-07-2016,23:51:51,53.25
4644,City,113,Completed,14-07-2016,11:47:32,14-07-2016,12:20:33,33.01666667
5086,Airport,113,Completed,14-07-2016,19:41:45,14-07-2016,21:02:52,81.11666667
6572,Airport,113,Completed,15-07-2016,21:11:01,15-07-2016,22:02:20,51.31666667
6755,Airport,113,Completed,15-07-2016,23:57:32,16-07-2016,01:09:24,-1368.133333
1483,City,114,Completed,12-07-2016,05:22:00,12-07-2016,06:22:00,60
1844,City,114,Completed,12-07-2016,09:40:00,12-07-2016,10:11:00,31
2120,Airport,114,Completed,12-07-2016,16:44:00,12-07-2016,17:33:00,49
2411,City,114,Completed,12-07-2016,20:04:00,12-07-2016,20:40:00,36
2903,Airport,114,Completed,13-07-2016,06:00:19,13-07-2016,06:40:37,40.3
3289,City,114,Completed,13-07-2016,11:06:44,13-07-2016,11:51:09,44.41666667
3859,Airport,114,Completed,13-07-2016,21:38:18,13-07-2016,22:28:35,50.28333333
4313,City,114,Completed,14-07-2016,06:49:43,14-07-2016,07:44:15,54.53333333
5325,City,114,Completed,14-07-2016,22:11:41,14-07-2016,23:12:36,60.91666667
5906,City,114,Completed,15-07-2016,09:56:43,15-07-2016,10:29:00,32.28333333
6049,City,114,Completed,15-07-2016,13:27:33,15-07-2016,14:32:29,64.93333333
664,Airport,115,Completed,11-07-2016,12:58:00,11-07-2016,14:07:00,69
750,City,115,Completed,11-07-2016,15:52:00,11-07-2016,16:27:00,35
1950,City,115,Completed,12-07-2016,11:33:00,12-07-2016,12:04:00,31
2989,Airport,115,Completed,13-07-2016,07:08:16,13-07-2016,07:42:11,33.91666667
3266,Airport,115,Completed,13-07-2016,10:27:47,13-07-2016,11:19:30,51.71666667
4358,Airport,115,Completed,14-07-2016,07:25:12,14-07-2016,08:08:40,43.46666667
4720,Airport,115,Completed,14-07-2016,13:48:48,14-07-2016,14:41:09,52.35
5019,City,115,Completed,14-07-2016,19:07:33,14-07-2016,19:59:54,52.35
5925,City,115,Completed,15-07-2016,10:08:04,15-07-2016,10:32:39,24.58333333
112,Airport,116,Completed,11-07-2016,05:01:00,11-07-2016,06:04:00,63
213,City,116,Completed,11-07-2016,06:15:00,11-07-2016,06:57:00,42
1818,Airport,116,Completed,12-07-2016,09:29:00,12-07-2016,10:38:00,69
2018,Airport,116,Completed,12-07-2016,13:39:00,12-07-2016,14:19:00,40
3231,Airport,116,Completed,13-07-2016,09:57:52,13-07-2016,10:48:18,50.43333333
3378,Airport,116,Completed,13-07-2016,14:19:59,13-07-2016,14:58:52,38.88333333
3896,City,116,Completed,13-07-2016,21:55:01,13-07-2016,22:54:33,59.53333333
4828,City,116,Completed,14-07-2016,17:26:14,14-07-2016,17:59:47,33.55
5944,City,116,Completed,15-07-2016,10:23:18,15-07-2016,11:33:59,70.68333333
6245,Airport,116,Completed,15-07-2016,17:58:28,15-07-2016,18:57:00,58.53333333
3957,City,117,Completed,13-07-2016,22:42:16,13-07-2016,23:43:32,61.26666667
4066,Airport,117,Completed,14-07-2016,01:56:01,14-07-2016,03:07:14,71.21666667
4691,City,117,Completed,14-07-2016,13:01:57,14-07-2016,13:54:26,52.48333333
6153,Airport,117,Completed,15-07-2016,16:23:13,15-07-2016,17:33:03,69.83333333
260,City,118,Completed,11-07-2016,06:45:00,11-07-2016,07:54:00,69
1077,Airport,118,Completed,11-07-2016,19:55:00,11-07-2016,20:44:00,49
1316,City,118,Completed,11-07-2016,22:54:00,11-07-2016,23:45:00,51
1754,City,118,Completed,12-07-2016,08:42:00,12-07-2016,09:39:00,57
2086,City,118,Completed,12-07-2016,15:44:00,12-07-2016,16:30:00,46
3044,Airport,118,Completed,13-07-2016,07:38:41,13-07-2016,08:19:23,40.7
3295,City,118,Completed,13-07-2016,11:32:01,13-07-2016,12:15:03,43.03333333
3347,Airport,118,Completed,13-07-2016,12:58:15,13-07-2016,13:54:49,56.56666667
3801,Airport,118,Completed,13-07-2016,20:59:37,13-07-2016,21:37:51,38.23333333
4249,City,118,Completed,14-07-2016,06:03:18,14-07-2016,06:57:26,54.13333333
5096,Airport,118,Completed,14-07-2016,19:52:09,14-07-2016,20:49:12,57.05
5892,City,118,Completed,15-07-2016,09:48:14,15-07-2016,10:46:16,58.03333333
6281,Airport,118,Completed,15-07-2016,18:16:59,15-07-2016,19:23:29,66.5
6497,City,118,Completed,15-07-2016,20:29:43,15-07-2016,21:15:32,45.81666667
13,City,119,Completed,11-07-2016,01:08:00,11-07-2016,01:58:00,50
1907,City,119,Completed,12-07-2016,10:36:00,12-07-2016,11:53:00,77
3074,City,119,Completed,13-07-2016,08:03:34,13-07-2016,09:11:31,67.95
3441,City,119,Completed,13-07-2016,16:27:50,13-07-2016,17:43:04,75.23333333
3651,City,119,Completed,13-07-2016,19:13:47,13-07-2016,20:21:51,68.06666667
4093,City,119,Completed,14-07-2016,03:06:29,14-07-2016,04:03:44,57.25
4339,City,119,Completed,14-07-2016,07:13:49,14-07-2016,07:50:21,36.53333333
4753,City,119,Completed,14-07-2016,15:18:12,14-07-2016,16:23:40,65.46666667
5933,City,119,Completed,15-07-2016,10:12:18,15-07-2016,11:01:40,49.36666667
1184,City,120,Completed,11-07-2016,21:01:00,11-07-2016,22:11:00,70
1402,Airport,120,Completed,12-07-2016,02:48:00,12-07-2016,03:48:00,60
1597,City,120,Completed,12-07-2016,06:40:00,12-07-2016,07:42:00,62
2702,City,120,Completed,13-07-2016,01:12:24,13-07-2016,02:20:13,67.81666667
2996,City,120,Completed,13-07-2016,07:13:58,13-07-2016,08:10:12,56.23333333
4857,Airport,120,Completed,14-07-2016,17:34:19,14-07-2016,18:25:16,50.95
6661,City,120,Completed,15-07-2016,22:20:23,15-07-2016,23:21:03,60.66666667
134,Airport,121,Completed,11-07-2016,05:13:00,11-07-2016,06:14:00,61
598,City,121,Completed,11-07-2016,11:36:00,11-07-2016,12:17:00,41
726,Airport,121,Completed,11-07-2016,15:00:00,11-07-2016,16:03:00,63
832,Airport,121,Completed,11-07-2016,17:38:00,11-07-2016,18:16:00,38
2065,City,121,Completed,12-07-2016,15:06:00,12-07-2016,16:10:00,64
2701,Airport,121,Completed,13-07-2016,01:04:42,13-07-2016,01:52:45,48.05
3429,City,121,Completed,13-07-2016,15:59:29,13-07-2016,16:58:03,58.56666667
3645,City,121,Completed,13-07-2016,19:07:39,13-07-2016,20:00:18,52.65
4958,City,121,Completed,14-07-2016,18:36:12,14-07-2016,19:46:51,70.65
5474,City,121,Completed,15-07-2016,04:45:24,15-07-2016,05:52:14,66.83333333
6088,City,121,Completed,15-07-2016,14:29:35,15-07-2016,15:24:34,54.98333333
6714,Airport,121,Completed,15-07-2016,23:12:34,16-07-2016,00:04:20,-1388.233333
1024,Airport,122,Completed,11-07-2016,19:20:00,11-07-2016,20:20:00,60
1452,City,122,Completed,12-07-2016,04:52:00,12-07-2016,05:41:00,49
2507,City,122,Completed,12-07-2016,21:05:00,12-07-2016,21:30:00,25
3052,Airport,122,Completed,13-07-2016,07:43:26,13-07-2016,08:53:01,69.58333333
4702,Airport,122,Completed,14-07-2016,13:13:14,14-07-2016,13:43:14,30
4830,Airport,122,Completed,14-07-2016,17:23:33,14-07-2016,18:36:07,72.56666667
5920,Airport,122,Completed,15-07-2016,10:06:21,15-07-2016,10:41:40,35.31666667
533,Airport,123,Completed,11-07-2016,09:55:00,11-07-2016,10:58:00,63
1368,City,123,Completed,12-07-2016,00:07:00,12-07-2016,00:50:00,43
2499,Airport,123,Completed,12-07-2016,20:55:00,12-07-2016,22:03:00,68
2962,City,123,Completed,13-07-2016,06:47:53,13-07-2016,07:58:34,70.68333333
3617,Airport,123,Completed,13-07-2016,18:55:13,13-07-2016,20:07:29,72.26666667
5370,City,123,Completed,14-07-2016,23:43:29,15-07-2016,00:33:38,-1389.85
47,City,124,Completed,11-07-2016,03:22:00,11-07-2016,04:35:00,73
270,City,124,Completed,11-07-2016,06:54:00,11-07-2016,07:50:00,56
1007,City,124,Completed,11-07-2016,19:14:00,11-07-2016,19:46:00,32
2372,City,124,Completed,12-07-2016,19:35:00,12-07-2016,20:13:00,38
3584,Airport,124,Completed,13-07-2016,18:29:45,13-07-2016,19:37:39,67.9
4645,Airport,124,Completed,14-07-2016,11:45:40,14-07-2016,12:52:26,66.76666667
5219,City,124,Completed,14-07-2016,21:00:35,14-07-2016,22:05:19,64.73333333
5559,Airport,124,Completed,15-07-2016,05:39:41,15-07-2016,06:52:07,72.43333333
631,Airport,125,Completed,11-07-2016,12:19:00,11-07-2016,13:28:00,69
775,City,125,Completed,11-07-2016,16:29:00,11-07-2016,17:35:00,66
1006,Airport,125,Completed,11-07-2016,19:08:00,11-07-2016,19:40:00,32
1995,City,125,Completed,12-07-2016,12:51:00,12-07-2016,14:01:00,70
2248,City,125,Completed,12-07-2016,18:23:00,12-07-2016,19:01:00,38
2540,Airport,125,Completed,12-07-2016,21:15:00,12-07-2016,22:01:00,46
3037,Airport,125,Completed,13-07-2016,07:33:22,13-07-2016,08:27:04,53.7
3419,Airport,125,Completed,13-07-2016,15:42:30,13-07-2016,16:10:35,28.08333333
3987,City,125,Completed,13-07-2016,23:18:16,13-07-2016,23:57:04,38.8
4458,City,125,Completed,14-07-2016,08:38:20,14-07-2016,09:44:43,66.38333333
4987,Airport,125,Completed,14-07-2016,18:46:09,14-07-2016,19:52:35,66.43333333
5868,City,125,Completed,15-07-2016,09:16:06,15-07-2016,10:34:41,78.58333333
6413,Airport,125,Completed,15-07-2016,19:40:26,15-07-2016,20:18:14,37.8
6533,City,125,Completed,15-07-2016,20:52:48,15-07-2016,21:25:25,32.61666667
90,Airport,126,Completed,11-07-2016,04:53:00,11-07-2016,05:34:00,41
532,City,126,Completed,11-07-2016,09:53:00,11-07-2016,11:11:00,78
1110,City,126,Completed,11-07-2016,20:17:00,11-07-2016,21:30:00,73
1759,Airport,126,Completed,12-07-2016,08:46:00,12-07-2016,09:56:00,70
2147,City,126,Completed,12-07-2016,17:21:00,12-07-2016,18:27:00,66
3254,Airport,126,Completed,13-07-2016,10:11:48,13-07-2016,11:06:30,54.7
3381,Airport,126,Completed,13-07-2016,14:25:14,13-07-2016,15:15:11,49.95
3656,City,126,Completed,13-07-2016,19:11:20,13-07-2016,20:32:31,81.18333333
3948,Airport,126,Completed,13-07-2016,22:37:48,13-07-2016,23:13:03,35.25
4520,City,126,Completed,14-07-2016,09:23:37,14-07-2016,10:19:52,56.25
4723,Airport,126,Completed,14-07-2016,13:50:06,14-07-2016,14:36:31,46.41666667
5176,City,126,Completed,14-07-2016,20:37:58,14-07-2016,21:38:02,60.06666667
6338,City,126,Completed,15-07-2016,18:46:41,15-07-2016,19:52:54,66.21666667
